연도,번호,구분,종목,업종,증권사,수요예측_경쟁률,밴드상단_초과비율,일반청약_경쟁률,의무확약비율_전,의무확약비율_후,유통주식수_비율,유통주식_비율_후,시가총액_억원,환매청구권,특이점,공모가,시초가,시초가_수익률,첫날_종가,종가_수익률,평균_매도가,수익률,수익금,세금_고려
2024,28,일반,에이치브이엠,금속제조,NH투자,837.2,,960.35,0.0668,0.2713,0.3208,0.2833,2142.0,,상단초과,,28650.0,0.5916666666666667,20200.0,-0.2949389179755672,28000.0,0.5555555555555556,49748.0,
2024,29,일반,이노스페이스,위성발사,"미래, 신한",598.87,,1150.72,0.0199,0.0188,0.2967,0.2949,4061.0,,상단,,43900.0,0.0138568129330254,34450.0,-0.2152619589977221,44600.0,0.0300230946882217,2440.0,
2024,30,일반,하스,치과소재,삼성증권,946.4,,2126.46,0.0636,0.2488,0.3296,0.2865,1253.0,,상단초과,,27600.0,0.725,17150.0,-0.3786231884057971,28150.0,0.759375,108886.0,
2024,31,일반,시프트업,게임,"한투, NH, 신한",225.94,,340.99,0.3298,0.4685,0.1802,0.136,34815.0,,상단,,79900.0,0.3316666666666666,71000.0,-0.1113892365456821,,-1.0,,
2024,32,일반,엑셀세라퓨틱스,바이오,대신,1233.8,,517.7,0.045,,0.4731,,1083.0,,상단초과,,12480.0,0.248,8330.0,-0.3325320512820512,,-1.0,,
2024,33,일반,산일전기,전력기기,"미래, 삼성",413.86,,423.09,0.4237,0.6,0.2045,0.141,10655.0,,상단초과,,44900.0,0.2828571428571428,50200.0,0.1180400890868596,42800.0,0.2228571428571428,185322.0,
2024,34,일반,피앤에스미캐닉스,의료로봇,키움,986.08,,1585.92,0.056,,0.3918,,1423.0,,상단초과,,30000.0,0.0,25050.0,-0.165,,,,
2024,35,일반,아이빔테크놀로지,생체현미경,삼성증권,1011.5,,1094.0,0.0049,,0.203,,1496.0,,상단초과,,10000.0,0.0,13360.0,0.336,,,,
2024,36,일반,티디에스팜,바이오,한국투자,1331.2,,1608.0,0.0423,0.3896,0.2332,0.182,719.0,,상단초과,,27000.0,1.0769230769230769,52000.0,0.925925925925926,28950.0,1.226923076923077,74494.0,
2024,37,일반,셀비온,의약품,대신증권,1050.19,,1065.46,0.0864,0.2077,0.3399,0.3165,1910.0,,상단초과,,25400.0,0.6933333333333334,20650.0,-0.187007874015748,,,,
2024,38,일반,인스피언,소프트웨어,한국투자,1069.68,,1538.44,0.0298,0.3409,0.2321,0.1775,1270.0,,상단초과,,20000.0,0.6666666666666666,15820.0,-0.209,19890.0,0.6575,78535.0,
2024,39,일반,한캠,화학물질,"신영,유진",1019.86,,585.4,0.0389,,0.358,,1444.0,,상단초과,,32500.0,0.8055555555555556,22800.0,-0.2984615384615384,,,,
2024,40,일반,와이제이링크,부품,KB,800.57,,961.23,0.0043,,0.2503,,1705.0,,상단초과,,12760.0,0.0633333333333333,21800.0,0.7084639498432602,,,,
2024,41,일반,루미르,우주항공 부품,nh투자,13.1,,130.78,0.0014,,0.2855,,2058.0,,상단이하,,14000.0,0.1666666666666666,14910.0,0.065,,,,
2024,42,일반,씨메스,자동화로봇 Sol.,삼성증권,577.59,,425.3,0.01,,0.3412,,3430.0,,상단초과,,35600.0,0.1866666666666666,23100.0,-0.351123595505618,,,,
2024,43,일반,클로봇,로봇,"미래, 신영",933.9,,1037.41,0.0144,0.017,0.2804,0.2825,3114.0,,상단초과,,12500.0,-0.0384615384615384,10070.0,-0.1944,,,,
2024,44,일반,웨이비스,반도체소재,대신,1159.89,,1126.51,,0.0011,0.3437,,1863.0,,상단초과,,18010.0,0.2006666666666666,10330.0,-0.4264297612437535,18200.0,0.2133333333333333,28183.0,
2024,45,일반,에이럭스,드론/로봇 생산,한국투자,973.12,,,0.0036,,0.3497,,2118.0,,상단초과,,12460.0,-0.22125,9880.0,-0.2070626003210272,,,,
2024,46,일반,성우,이차전지 부품,한국투자,516.19,,,0.0325,,0.2309,,4814.0,,상단초과,,32000.0,0.0,28000.0,-0.125,,,,
2024,47,일반,탑런토탈솔루션,차량부품 ODM,KB증권,841.12,,,0.0173,,0.1276,,3526.0,,상단초과,,,-1.0,,,,-1.0,,
2024,48,일반,에이치엠파마,바이오,신한,1220.68,,,0.0029,,0.298,,1600.0,,상단초과,,,-1.0,,,,-1.0,,
2024,49,일반,에어레인,산업부품,신영,1000.1,,,0.0046,,0.3513,,1880.0,,,,,-1.0,,,,,,
2024,50,일반,닷밀,콘텐츠제작,미래에셋,1082.35,,,0.00225,,0.3452,,1189.0,,상단초과,,,-1.0,,,,-1.0,,
2024,51,일반,위츠,전력반도체,신한투자,997.37,,,0.0023,,0.303,,794.0,,상단,,,-1.0,,,,-1.0,,
2024,52,일반,사이냅소프크,DX,nh투자,1163.2,,,0.0035,,0.2985,,1234.0,,상단,,,-1.0,,,,-1.0,,
2023,1,일반,미래반도체,반도체,신한,1576.0,,938.26,0.0381,0.2494,0.2393,,866.0,,"스몰캡
낮은 유통주식수
(20.27%)
괜찮은 경쟁률
낮은 의무확약",,12000.0,1.0,15600.0,0.3,13130.0,1.1883333333333332,149169.0,
2023,2,일반,스튜디오미르,영상제작,미래에셋,1701.62,,1592.89,0.1646,0.358,0.2488,,1004.0,,"스몰캡
낮은 유통주식수
좋은 경쟁률
괜찮은 의무확약",,39000.0,1.0,50700.0,0.3,50700.0,1.6,124395.0,
2023,3,일반,꿈비,유아가구,키움,1547.13,,1772.59,0.1224,0.4317,0.2529,,397.0,,"괜찮은 수요예측
적은 유통물량(17.6%)
스몰캡
공모가상단오버",,10000.0,1.0,13000.0,0.3,14900.0,1.98,178562.0,
2023,4,일반,이노진,기능성화장품,IBK,1603.33,,1643.88,0.0636,0.119,0.4168,,360.0,,"괜찮은 경쟁률
낮은 의무확약
많은 유통주식
코넥스 이전
스몰캡",,6000.0,1.0,7800.0,0.3,,,,
2023,5,일반,나노팀,전기차 배터리 부품,한국투자,1723.21,,1637.43,0.2564,0.611,0.2179,0.168,2490.0,,,,26000.0,1.0,29800.0,0.1461538461538461,29500.0,1.2692307692307692,98640.0,
2023,6,일반,금양그린파워,신재생에너지,삼성증권,1613.16,,1312.0,0.1819,0.3379,0.2856,0.2228,1211.0,,공모가상단초과,,19000.0,0.9,16200.0,-0.1473684210526315,19010.0,0.901,107656.0,
2023,7,일반,마이크로투나노,반도체장비,한국투자,1717.98,,1636.63,0.1083,0.365,0.556,0.509,917.0,,공모가 상단,,25200.0,0.6258064516129033,20650.0,-0.1805555555555555,29000.0,0.8709677419354839,67205.0,
2023,8,일반,트루엔,디지털영상감시,미래에셋,1688.87,,1481.84,0.0824,0.188,0.3809,0.348,1320.0,,"공모가상단
높은 유통비율
낮은 확약",,19340.0,0.6116666666666667,17200.0,-0.1106514994829369,,,,
2023,9,일반,모니터랩,웹보안플랫폼,미래에셋,1715.41,,1785.12,0.0606,0.188,0.2474,0.231,1215.0,,"공모가상단
환불일 4일",,19600.0,1.0,14200.0,-0.2755102040816326,,,,
2023,10,일반,기가비스,반도체기판,삼성증권,1669.6,,823.63,0.4952,0.7273,0.232,0.144,5451.0,,공모가 상단 초과,,71200.0,0.6558139534883721,79000.0,0.1095505617977528,72300.0,0.6813953488372093,145765.0,
2023,11,일반,진영,마감재 소재,하이증권,1595.7,,1452.32,0.0917,0.3043,0.3024,,855.0,,"공모가 상단초과
애매한 지표
스몰캡",,10000.0,1.0,8680.0,-0.132,3950.0,-0.21,-26427.0,
2023,12,일반,마녀공장,화장품,한국투자,1800.47,,1265.33,0.3857,0.6549,0.1713,0.111,2621.0,,"공모가 상단초과
지표최상",,32000.0,1.0,41600.0,0.3,36469.0,1.2793125,163158.0,
2023,13,일반,알멕,2차전지 부품,NH투자,1697.23,,1355.6,0.5112,0.7724,0.3156,0.235,2983.0,,의무확약 최고,,145400.0,1.908,99500.0,-0.3156808803301238,145400.0,1.908,285318.0,
2023,14,일반,이노시뮬레이션,시뮬레이터,하나증권,1869.47,,2113.78,0.0598,0.1236,0.4424,0.434,1173.0,,,,44850.0,1.99,35000.0,-0.2196209587513935,44900.0,1.9933333333333336,119241.0,
2023,15,일반,필에너지,2차전지 장비,"미래, 삼성",1811.55,,1318.0,0.5924,0.819,0.2781,0.111,3198.0,,"좋은 경쟁률
높은 의무확약
괜찮은 유통비율",,122600.0,2.6058823529411765,114600.0,-0.065252854812398,124500.0,2.661764705882353,451234.0,
2023,16,일반,와이랩,웹툰,한투,1821.64,,1917.0,0.1472,0.395,0.3753,0.32,1427.0,유,"높은 경쟁률
환매청구권
그저그런 의무확약
그저그런 유통비율",,21600.0,1.4,10350.0,-0.5208333333333334,16200.0,0.8,93172.0,
2023,17,일반,센서뷰,통신부품,삼성증권,1673.33,,1568.04,0.074,0.3696,0.3683,0.3266,1167.0,,"괜찮은 경쟁률
그저그런 의무확약
그저그런 유통비율
스몰캡",,12700.0,1.8222222222222224,6830.0,-0.4622047244094488,12810.0,1.846666666666667,16569.0,
2023,18,일반,뷰티스킨,화장품,db투자,1819.7,,2116.03,,,0.2285,,919.0,,공모가 상단초과,,54500.0,1.0961538461538465,32600.0,-0.4018348623853211,,,,
2023,19,일반,버넥트,xr 소프트웨어,대신,1520.08,,1311.65,0.0863,0.2015,0.3552,0.328,1739.0,,,,23600.0,0.475,11700.0,-0.5042372881355932,,,,
2023,20,일반,에이엘티,비메모리 후공정,미래,1835.71,,2512.15,0.1607,0.3284,0.4565,0.426,2122.0,,"경쟁률 좋고
의무확약 보통
유통물량 많다",,31600.0,0.264,22550.0,-0.2863924050632911,26850.0,0.074,5389.0,
2023,21,일반,파로스아이바이오,바이오,한국투자,303.31,,347.44,0.0132,,0.338,,1809.0,,,,14000.0,0.0,8730.0,-0.3764285714285714,15950.0,0.1392857142857143,1919.0,
2023,22,일반,엠아이큐브솔루션,스마트팩토리,한국투자,1888.91,,1695.11,0.2969,0.6578,0.2254,0.118,580.0,,"경쟁률좋고
의무확약좋고
유통가능물량적고
스몰캡",,,-1.0,,,34200.0,1.85,132784.0,
2023,23,일반,파두,팹리스,"NH, 한투,",362.9,,,0.2188,,0.3892,,14896.0,,,,26300.0,-0.1516129032258064,27600.0,0.0494296577946768,,-1.0,,
2023,24,일반,코츠테크놀로지,방산,"한투, 하이",1837.61,,1681.89,0.175,0.5091,0.3409,0.276,660.0,,경쟁률 좋고,,25000.0,0.9230769230769232,,-1.0,23950.0,0.8423076923076923,43606.0,
2023,25,일반,스마트레이더시스템,이미징레이더,대신,1813.42,,1366.3,0.0699,0.2163,0.2692,0.244,1187.0,,"경쟁률좋고
의무확약별로
유통 괜춘
공모가 상단초과",,16110.0,1.01375,,-1.0,16300.0,1.0375,90589.0,
2023,26,일반,시큐레터,사이버보안,대신,1544.73,,,0.0314,,0.2518,,949.0,,,,19000.0,0.5833333333333334,24300.0,0.2789473684210526,,,,
2023,27,일반,밀리의서재,인터넷서점,미래,619.24,,449.56,0.0577,0.406,0.2507,0.194,1866.0,,공모가 상단,,41100.0,0.7869565217391304,41600.0,0.0121654501216545,42300.0,0.8391304347826087,19216.0,
2023,28,일반,아이엠티,반도체 장비,"유진, 유안타",753.5,,476.16,0.2224,0.8162,0.4171,0.294,1102.0,,공모가 상단초과,,28000.0,1.0,20750.0,-0.2589285714285714,26000.0,0.8571428571428571,95376.0,
2023,29,일반,레뷰코퍼레이션,광고대행사,삼성증권,643.7,,657.6,0.21,,0.1987,,1645.0,,공모가 상단초과,,40000.0,1.6666666666666667,23000.0,-0.425,,,,
2023,30,일반,한싹,보안솔루션,KB,840.74,,1437.22,0.1327,0.336,0.2721,0.2092,680.0,,공모가 상단초과,,37350.0,1.988,21500.0,-0.4243641231593039,38450.0,2.076,129366.0,
2023,31,일반,두산로보틱스,로봇,"한투,미래,NH,KB, 키움, 신한",272.03,,524.05,0.516,0.5943,0.2477,0.1838,16853.0,,"공모가 상단
시총 4조 이상",,59100.0,1.273076923076923,51400.0,-0.1302876480541455,59640.0,1.293846153846154,670347.0,
2023,32,일반,퓨릿,반도체 소재,미래,533.08,,1415.77,0.0861,0.2672,0.315,0.265,1796.0,,공모가 상단,,15610.0,0.4588785046728972,14460.0,-0.0736707238949391,16880.0,0.577570093457944,43024.0,
2023,33,일반,신성에스티,2차전지부품,미래,583.5,,1891.4,0.1357,0.4764,0.268,0.1995,2350.0,,,,46050.0,0.7711538461538462,39050.0,-0.1520086862106406,46050.0,0.7711538461538462,119738.0,
2023,34,일반,워트,반도체 장비,키움,793.26,,1781.78,0.1006,0.4214,0.3352,0.264,1047.0,,,,10270.0,0.58,8650.0,-0.1577409931840311,10131.25,0.5586538461538462,57756.0,
2023,35,일반,퀄리타스반도체,반도체설계,한국투자,818.52,,1632.3,0.2225,0.6382,0.2291,0.1928,1837.0,,공모가 상단 초과,,29200.0,0.7176470588235294,20650.0,-0.2928082191780822,29300.0,0.7235294117647059,73443.0,
2023,36,일반,유진테크놀로지,이차전지 부품,nh투자,914.02,,1506.58,0.1764,0.3965,0.3442,0.3334,1064.0,,공모가 상단 초과,,24550.0,0.4441176470588235,21200.0,-0.1364562118126273,24550.0,0.4441176470588235,7501.0,
2023,37,일반,유투바이오,진단,신한,1276.73,,1287.0,0.0235,0.0258,0.3115,0.3096,496.0,,공모가 상단초과,,6000.0,0.3636363636363636,8550.0,0.425,6340.0,0.4409090909090909,17346.0,
2023,38,일반,쏘닉스,통신부품,kb투자,716.5,,773.94,0.0139,0.054,0.3048,0.296,1298.0,,공모가 상단초과,,10000.0,0.3333333333333333,,-1.0,10140.0,0.352,7860.0,
2023,39,일반,비아이매트릭스,ai 소프트웨어,IBK,981.09,,806.75,0.042,,0.2929,,934.0,,공모가 상단초과,,,-1.0,,,,-1.0,,
2023,40,일반,에이직랜드,시스템반도체팹리스,삼성증권,490.02,,759.67,0.2239,0.598,0.292,0.188,2642.0,,공모가 상단초과,,31800.0,0.272,30300.0,-0.0471698113207547,32500.0,0.3,22303.0,
2023,41,일반,에스와이스틸텍,건자재,kb,1113.85,,1001.23,0.067,0.198,0.2548,0.225,551.0,,공모가 상단초과,,3300.0,0.8333333333333334,4065.0,0.2318181818181818,3330.0,0.85,50271.0,
2023,42,일반,캡스톤파트너스,벤처캐피탈,NH투자,952.78,,,0.0019,,0.3334,,534.0,,공모가 상단초과,,,-1.0,,,,-1.0,,
2023,43,일반,ls머티리얼즈,이차전지 소재,"kb, 키움",396.84,,,0.1202,0.3004,0.2916,0.291,4059.0,,,,19940.0,2.3233333333333333,24000.0,0.2036108324974924,21700.0,2.6166666666666667,203526.0,
2023,44,일반,단석,,,,,,,,,,,,,,370000.0,2.7,,-1.0,370000.0,2.7,269250.0,
2022,1,일반,오토앤,모빌리티 플랫폼,미래에셋,1713.0,0.8981900452488688,2395.63,0.0835,0.342,0.2898,,682.0,,"높은 경쟁률
스몰캡
괜찮은 유통비율(23.9%)
공모가 상단초과
낮은 의무확약",,8800.0,0.660377358490566,11400.0,0.2954545454545454,8800.0,0.660377358490566,38728.0,
2022,2,일반,케이옥션,미술품 옥션,신영증권,1637.86,0.9404011461318053,1408.33,0.368,0.8306,0.2253,,1781.0,,"의무확약 대박
유통물량 우수(13.54%)",,40000.0,1.0,52000.0,0.3,,,,
2022,3,일반,애드바이오텍,의약품,대신증권,102.15,0.0459363957597173,27.2,0.0,,0.3585,,636.0,,,,6730.0,-0.0385714285714285,5950.0,-0.1158989598811292,,,,
2022,4,일반,LG에너지솔루션,2차전지,KB증권,2023.37,0.3993963782696177,69.34,0.7739,0.583,0.1453,,702000.0,,"최대어
역대급 수요예측
유통물량8.8%",,598000.0,0.9933333333333332,,-1.0,502250.0,0.6741666666666667,2817421.0,
2022,5,일반,스코넥엔터테인먼트,메타버스,신영증권,1724.66,0.935897435897436,1751.25,0.265,0.5995,0.3268,,1569.0,,"경쟁률 좋고
의무확약 괜춘
유통주식수 아쉽
(26.27%)
공모가 상단초과",,26000.0,1.0,24450.0,-0.0596153846153846,,,,
2022,6,일반,이지트로닉스,전장,NH투자증권,1343.51,0.7110951008645533,887.4,0.02945,,0.43,,1753.0,,"의무확약 나쁨
유통비율 나쁨",,23450.0,0.0659090909090909,25500.0,0.0874200426439232,,,,
2022,7,일반,아셈스,플라스틱제조,한국투자,1618.26,0.869235259778167,2435.07,0.0771,0.4064,0.3976,,881.0,,"경쟁률 좋고
스몰캡
확약 별로
유통물량 별로
(34.5%)",,16000.0,1.0,13500.0,-0.15625,,,,
2022,8,일반,퓨런티어,자율주행센서,신한금투,1535.42,0.9409547738693468,2683.0,0.1108,0.2441,0.2451,,1194.0,,"괜찮은 경쟁률
좋은 밴드초과비율
낮은 유통물량
(20.83%)
스몰캡
살짝 나쁜의무확약
공모가 상단초과",,30000.0,1.0,31200.0,0.04,36700.0,1.4466666666666668,43232.0,
2022,9,일반,풍원정밀,OLED 장비주,대신증권,1556.53,0.5307692307692308,2235.98,0.11,0.383,0.1898,,3198.0,,"괜찮은 경쟁률
매우 좋은 유통주식
(14.8%)
낮은 의무확약
꽤 높은 시총",,20200.0,0.3289473684210526,21450.0,0.0618811881188118,24350.0,0.6019736842105263,54276.0,
2022,10,일반,비씨엔씨,반도체 부품,NH투자증권,1831.23,0.9648271679805944,2686.22,0.2284,0.5691,0.2418,,1608.0,,"높은 경쟁률
낮은 시총
괜찮은 유통주식 수
(16.6%)
괜찮은 의무확약
공모가 상단초과",,26000.0,1.0,22600.0,-0.1307692307692307,27350.0,1.103846153846154,100010.0,
2022,11,일반,유일로보틱스,"로봇, 스마트팩토리",한국투자,1756.45,0.9814713896457764,2535.3,0.1592,0.3981,0.2743,,858.0,,"경쟁률 좋다
시총 낮다
괜찮은 유통주식 수
(20.55%)
공모가 상단초과",,20000.0,1.0,26000.0,0.3,26000.0,1.6,31881.0,
2022,12,일반,세아메카닉스,"TV, 자동차 부품",신한금투,1812.83,0.828151498021481,2475.87,0.0673,0.3349,0.287,,1166.0,,"괜찮은 경쟁률
낮은 의무확약
쏘쏘 유통물량
(22.8%)
낮은 시총",,8800.0,1.0,7600.0,-0.1363636363636363,7480.0,0.7,64319.0,
2022,13,일반,지투파워,스마트그리드,한국투자,1729.63,0.9658263305322128,2029.37,,,,,,,"괜찮은 경쟁률
공모가상단",,32800.0,1.0,35250.0,0.0746951219512195,,,,
2022,14,일반,포바이포,영상콘텐츠 제작,미래에셋,1846.32,0.9033280507131536,3763.37,0.5552,0.8487,0.2066,,1738.0,,"공모가 상단초과
높은 경쟁률
매우좋은 의무확약
적은 유통물량
낮은 시총",,34000.0,1.0,44200.0,0.3,52000.0,2.0588235294117645,104642.0,
2022,15,일반,대명에너지,EPC(풍력),"한투, 삼증",254.74,0.0382022471910112,151.58,0.0118,,0.1471,,2550.0,,"경쟁률 처참
의무확약 처참
유통물량 좋다
공모가하단",,15450.0,0.03,13950.0,-0.0970873786407767,,,,
2022,16,일반,가옵칩스,시스템반도체,대신증권,1847.12,0.9190751445086706,2183.29,0.1474,0.402,0.2832,,1608.0,,"공모가 상단초과
높은 경쟁률
낮은 시총
유통가능물량(23.4%)",,24150.0,0.725,27100.0,0.1221532091097308,24150.0,0.725,70729.0,
2022,17,일반,코난테크놀로지,ai기술,한국투자,1482.6,0.4955527318932655,1386.86,0.0707,,0.2369,,1420.0,,,,,-1.0,,,,-1.0,,
2022,18,일반,영창케미칼,화학제품,하나투자,1616.27,0.5869565217391305,,0.0592,,0.3617,,1881.0,,공모가 상단,,,-1.0,,,,-1.0,,
2022,19,일반,에이치에스피,반도체장비,NH투자증권,1511.36,0.9296131896005072,1159.0,0.4255,0.8076,0.1619,,4937.0,,"공모가 상단
시총이 높다",,50000.0,1.0,43250.0,-0.135,50400.0,1.016,151695.0,
2022,20,일반,성일하이텍,폐배터리,"KB, 대신",2269.68,,1207.07,0.3866,0.5614,0.3457,,5948.0,유,"시총높다
공모가 상단초과
환매청구권",,99900.0,0.998,88200.0,-0.1171171171171171,89900.0,0.798,79033.0,
2022,21,일반,새빗켐,폐배터리,한국투자,1670.9,0.9739671760045274,1724.96,0.3771,0.7484,0.3421,,1664.0,,"괜찮은 경쟁률
좋은 의무확약
괜찮은 유통물량(21.6%)
공모가상단초과",,70000.0,1.0,72500.0,0.0357142857142857,79400.0,1.2685714285714285,88430.0,
2022,22,일반,대성하이텍,공작기계,신한금투,1934.89,0.567342073897497,1136.4,0.0457,,0.3415,,1195.0,,"경쟁률좋고
스몰캡
지표들 다소나쁘고
공모가 상단",,13000.0,0.4444444444444444,14600.0,0.123076923076923,13100.0,0.4555555555555555,73258.0,
2022,23,일반,쏘카,렌트,미래에셋,56.07,0.0028735632183908,14.4,0.0018,,0.1451,,9163.0,,,,28000.0,0.0,26300.0,-0.0607142857142857,,,,
2022,24,일반,모델솔루션,금형(기계),KB증권,1725.78,0.8450460829493087,1514.8,0.0812,0.1758,0.1523,,1727.0,,"공모가 상단
유통물량 13.2%",,29500.0,0.0925925925925925,30900.0,0.047457627118644,33300.0,0.2333333333333333,18671.0,
2022,25,일반,이노룰스,금융SW,NH투자,1495.69,0.7529411764705882,781.31,0.0602,,0.4252,,643.0,,공모가 상단,,,-1.0,,,,,,
2022,26,일반,오에스피,동물용 사료,대신증권,1582.84,0.5238678090575275,1018.61,0.0466,,0.3448,,785.0,,공모가 상단,,,-1.0,,,,,,
2022,27,일반,탑머티리얼,시스템 엔지니어링,한국투자,451.49,0.4293948126801152,11.95,0.3096,,0.3097,,2395.0,,공모가 상단,,,-1.0,,,,,,
2022,28,일반,에스비비테크,로봇부품,미래에셋,1655.01,0.8426900584795322,1657.61,0.2683,0.4662,0.341,,737.0,,공모가 상단,,23900.0,0.9274193548387096,31050.0,0.2991631799163179,24500.0,0.9758064516129032,60219.0,
2022,29,일반,뉴로메카,로봇,대신증권,1652.1,,1181.88,0.076,0.1556,0.3415,,1666.0,,"공모가상단
유통물량 32.9%",,24250.0,0.4349112426035503,21050.0,-0.1319587628865979,24450.0,0.4467455621301775,37228.0,
2022,30,일반,티쓰리엔터테인먼트,게임,미래에셋,1744.08,,,0.0403,,0.3158,,1115.0,,"공모가상단
유통물량 32.9%",,,-1.0,,,,-1.0,,
2021,1,일반,엔비티,광고(캐시슬라이드),미래(비례),1425.3,0.8359216745442268,4397.49,0.107,0.249,0.3831,,1579.0,,"미친 경쟁률
공모가 상단 초과
유통비율 24.1%로",,38000.0,1.0,36500.0,-0.0394736842105263,48250.0,1.5394736842105263,116557.0,
2021,2,일반,선진뷰티사이언스,화장품원료,"신한, 삼성(비례)",1431.0,0.8261446582614466,1987.74,0.1783,0.397,0.3246,,703.0,,"스몰캡
높은 수요예측
밴드초과",,23000.0,1.0,29900.0,0.3,28000.0,1.434782608695652,65739.0,
2021,3,일반,모비릭스,모바일게임,"한투, KB(비례)",1407.53,0.8120052770448549,1485.51,0.0573,0.1273,0.3476,,1299.0,,"높은 수요예측
높은 밴드초과
유통비율 30.6%",,28000.0,1.0,36400.0,0.3,33400.0,1.3857142857142857,38647.0,
2021,4,일반,씨앤투스성진,마스크제조,미래,1010.02,0.3913751017087062,647.04,0.017,0.0351,0.5019,,3267.0,유,"지표 안 좋음
환매청구권
균등배정분만?",,31700.0,-0.009375,28700.0,-0.0946372239747634,28676.0,-0.103875,-26590.0,
2021,5,일반,핑거,디지털금융서비스,대신,1453.12,0.8927862342819325,939.39,0.1264,0.2035,0.4669,,1414.0,,균등배정분만,,32000.0,1.0,29100.0,-0.090625,41000.0,1.5625,99300.0,
2021,6,일반,솔루엠,통신모듈,"미래, 하나, 삼성",1167.55,0.8250591016548463,1147.76,0.2079,0.3313,0.4552,,7226.0,,"공모가 상단초과
높은 유통주식비율
IPO 대어",,34000.0,1.0,29150.0,-0.1426470588235294,35862.5,1.1095588235294118,300462.0,
2021,7,일반,와이더플래닛,AI빅데이터,한투(비례),1449.22,0.908436886854153,1357.98,0.0959,0.2064,0.549,,1082.0,,"Pass
높은 경쟁률
많은 유통주식수",,24900.0,0.55625,20000.0,-0.1967871485943775,,,,
2021,8,일반,레인보우로보틱스,로봇,"미래, 대신",1489.9,0.8851828094932649,1201.26,0.199,0.433,0.3263,,1558.0,,"균등배정분만
대부분 지표좋다
유통가능 28.18%",,20000.0,1.0,26000.0,0.3,26000.0,1.6,79549.0,
2021,9,일반,프레스티지바이오파마,바이오시밀러,"삼성, KB(비례)",819.76,0.7425742574257426,237.13,0.1931,0.2632,0.2583,,19230.0,,"IPO 대어
유통주식비율 낮은(대략21.17%)
높은 시가총액",,28800.0,-0.1,32800.0,0.1388888888888889,39112.619047619046,0.2222693452380952,294926.0,
2021,10,일반,아이퀘스트,소프트웨어,미래에셋,1504.02,0.887189292543021,2853.34,0.187,0.389,0.2721,,1084.0,,"공모가 상단초과
낮은 시총
낮은 유통주식수(20.88%)",,22000.0,1.0,20000.0,-0.0909090909090909,22200.0,1.018181818181818,33447.0,
2021,11,일반,피엔에이치테크,디스플레이소재,한투,1454.47,0.9313984168865436,1528.76,0.0958,0.1884,0.4608,,812.0,,"공모가 상단초과
많은 유통주식
낮은 시총",,20500.0,0.1388888888888889,23850.0,0.1634146341463414,25700.0,0.4277777777777777,7641.0,
2021,12,일반,오로스테크놀로지,반도체 테스트,키움증권,1260.0,0.9773531493276716,1033.82,0.3712,0.814,0.2341,,1956.0,,"평범한 경쟁률
의무확약 1등
낮은 유통주식(13.99%)",,42000.0,1.0,54600.0,0.3,50531.818181818184,1.4062770562770563,323505.0,
2021,13,일반,유일에너테크,특수목적 기계,신영증권,1472.69,0.9306204136090728,683.55,0.228,0.6106,0.3077,,1696.0,,"Pass
지표 좋네",,32000.0,1.0,34500.0,0.078125,,,,
2021,14,일반,뷰노,AI의료기기,"미래, 삼성",1457.21,0.8423772609819121,1102.7,0.057,0.238,0.381,,2273.0,,"높은 경쟁률
낮은 의무확약
실적대비 높은 시총",,32900.0,0.5666666666666667,32150.0,-0.0227963525835866,35000.0,0.6666666666666666,41758.0,
2021,15,일반,나노씨엠에스,화폐위조방지,키움증권,1295.75,0.9668386145910096,1243.48,0.0665,0.2943,0.4016,,841.0,,"공모가 상단초과
낮은 의무확약
밴드상단 초과비율
낮은 시총",,33000.0,0.65,23950.0,-0.2742424242424242,30100.0,0.505,10031.0,
2021,16,일반,싸이버원,소프트웨어,키움증권,1303.1,0.9823529411764704,1880.43,0.097,0.4052,0.329,,440.0,,"밴드상단 초과비율
낮은 의무확약
낮은 시총",,18000.0,0.8947368421052632,21200.0,0.1777777777777777,16250.0,0.7105263157894737,46979.0,
2021,17,일반,네오이뮨텍,면역항암제,"미래에셋, 하나금투",1374.09,0.961229946524064,664.65,0.2554,0.605,0.2612,,7385.0,,"밴드상단 초과비율
높은 의무확약
낮은 유통비율
(19.2%)",,15000.0,1.0,14350.0,-0.0433333333333333,16931.25,1.2575,150258.0,
2021,18,일반,바이오다인,의료용기기,대신,1364.85,0.9567010309278352,48.36,0.088,,0.2924,,1850.0,유,"낮은 의무확약
괜찮은 유통비율
나름 스몰캡
환매청구권(6M)",,40000.0,0.3333333333333333,42600.0,0.065,,,,
2021,19,일반,sk바이오사이언스,CMO,NH 외 5곳,1275.47,0.7752732240437158,335.4,0.5992,0.8527,0.2557,,49725.0,,"높은 경쟁률
높은 의무확약
낮은 유통비율
(11.5%)",,130000.0,1.0,169000.0,0.3,186366.66666666663,1.8671794871794871,1815265.0,
2021,20,일반,라이프시맨틱스,소프트웨어,한국투자,1402.17,0.9174496644295302,1774.57,0.0378,0.1487,0.4768,,1222.0,,"괜찮은 경쟁률
밴드상단 초과비율
낮은 의무확약
높은 유통비율(46.54)
낮은 시총",,25000.0,1.0,17500.0,-0.3,23000.0,0.84,20895.0,
